nomem_encr,cntry.orig,gp.orig,origin,lang.r2,eco.d1,gov.d1,dem.d1,msg.d1,c.eco.d1,c.gov.d1,c.dem..d1,c.msg.d1,eco.posneg,dem.posneg,prl.d1,pol.d1,par.d1,led.d1,c.prl.d1,c.pol.d1,c.par.d1,c.led.d1,polintrst,d.ethnic,d.national,d.relig,d.lang,d.origin,d.age,d.gender,d.sex,d.disable,o.ethnic,o.national,o.relig,o.lang,o.orig,o.age,o.gender,o.sex,o.disable,o.other,conflict,opposition,identity,blend,language,scndlang,lang.job,lang.job.na,lang.friends,lang.friends.na,lang.home,lang.home.na,lang.mother,lang.mother.na,lang.father,lang.father.na,write.d,read.d,speak.d,listen.d,language2,write2,read2,speak2,listen2,cntry.orig2,eco.d2,gov.d2,dem.d2,msg.d2,c.eco.d2,c.gov.d2,c.dem.d2,c.msg.d2,eco.posneg2,dem.posneg2,prl.d2,pol.d2,par.d2,led.d2,c.prl.d2,c.pol.d2,c.par.d2,c.led.d2,polintrst2,d.ethnic2,d.national2,d.relig2,d.lang2,d.orig2,d.age2,d.gender2,d.sex2,d.disable2,o2.ethnic,o2.national,o2.relig,o2.lang,o2.orig,o2.age,o2.gender,o2.sex,o2.disable,o2.other,conflict2,opposition2,identity2,blend2,eco.o,gov.o,dem.o,msg.o,c.eco.o,c.gov.o,c.dem.o,c.msg.o,eco.posneg3,dem.posneg3,trst.parl3,trst.police3,trst.polpar3,trst.leader3,c.prl.o,c.pol.o,c.par.o,c.led.o,polintrst3,d.ethnic3,d.national3,d.relig3,d.lang3,d.orig3,d.age3,d.gender3,d.sex3,d.disable3,o.ethnic3,o.national3,o.relig3,o.lang3,o.origin3,o.age3,o.gender3,o.sex3,o.disable3,o.other3,conflict3,opposition3,identity3,blend3,Round,d.other,d.other2,d.other3,r2r3,gp2
802780,"Indonesia, first or second generation","First generation non-Dutch, western origins",,,4,4,3,6,8,8,8,9,8,7,5,7,5,5,8,8,8,8,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,7,7,5,8,Dutch,,Dutch,,Dutch,,Dutch,,13,,13,,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
802880,The Netherlands,autochthonous origins,,Dutch,3,3,7,8,8,7,7,3,5,7,5,4,6,7,7,7,6,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,7,9,9,9,,,,,,The Netherlands,7,4,7,8,4,4,4,3,3,5,5,5,5,5,4,3,4,4,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,7,4,7,8,4,4,4,3,4,5,5,5,5,5,4,3,4,4,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
802972,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,6,4,5,5,6,7,7,5,6,5,6,7,4,5,6,6,7,5,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,3,5,8,0,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,8,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
802990,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,4,3,3,7,9,9,9,0,4,6,6,8,4,5,9,2,9,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,5,3,5,7,Flemish,,13,,Dutch,,Dutch,,13,,13,,9,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803002,"Turkey, first or second generation","First generation non-Dutch, non-western origins",,,1,2,2,2,6,7,7,9,7,7,4,4,3,4,9,9,10,10,2,1,1,2,1,1,2,1,2,1,5,5,,5,5,,1,,1,,0,0,0,0,Dutch,,Dutch,,Turkish,,Turkish,,Turkish,,Turkish,,7,7,8,9,Turks,7,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803027,,,,English,9,8,9,8,1,2,0,3,5,4,8,8,7,7,3,1,3,4,3,2,2,2,2,2,1,2,2,2,,,,,,4,,,,,,,,,English,,Dutch,,Dutch,,English,,English,,English,,6,9,9,9,Engels,10,10,10,10,The Netherlands,9,8,9,,1,0,0,,5,5,9,8,7,,0,0,1,,3,1,1,2,2,,2,2,2,2,2,2,,,,,,,,,,,,,9,9,9,,0,0,0,,5,5,9,8,7,,0,0,0,,4,1,1,2,2,,2,2,2,2,2,2,,,,,,,,,,,,,1,,,,R2R3,Other
803115,"Turkey, first or second generation","First generation non-Dutch, non-western origins",,Turkish,3,3,8,5,9,9,8,5,5,3,4,4,3,7,8,9,9,7,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,5,4,4,Turkish,,Dutch,,Turkish,,Turkish,,Turkish,,Turkish,,9,9,9,9,Turks,10,10,10,10,"Turkey, first or second generation",4,4,6,8,7,7,3,0,5,5,5,5,5,5,7,7,7,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,6,4,3,4,4,8,8,7,8,7,1,5,5,4,4,4,9,8,8,8,6,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,4,4,6,1,,,,R2R3,Other
803140,"Indonesia, first or second generation","Second generation non-Dutch, western origins",,,2,2,2,6,10,10,10,2,2,2,0,0,0,5,10,10,10,5,3,2,2,2,2,2,2,2,2,1,,,,,,,,,3,,5,5,5,0,Dutch,,13,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803164,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,5,5,5,5,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,13,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803167,The Netherlands,autochthonous origins,,Dutch,2,3,6,6,8,8,6,7,5,6,7,8,8,8,8,8,8,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,5,9,9,9,,,,,,The Netherlands,4,4,7,6,7,7,3,5,5,5,3,4,3,4,9,8,9,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,4,8,5,7,7,5,7,5,5,4,4,4,4,8,8,8,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
803173,The Netherlands,autochthonous origins,,Dutch,6,6,7,7,7,7,6,6,7,7,5,7,5,5,7,6,7,7,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,7,8,7,8,,,,,,The Netherlands,7,7,7,7,7,7,6,4,7,6,6,7,7,7,5,7,6,6,4,2,2,2,2,2,2,1,2,2,,,,,,,2,,,,,,,,7,7,7,7,7,7,6,5,7,6,7,7,7,7,6,7,6,6,4,2,2,2,2,2,2,1,2,2,,,,,,,2,,,,,,,,1,,,,R2R3,Dutch
803314,The Netherlands,autochthonous origins,,Dutch,6,6,5,6,8,8,8,8,5,5,5,5,5,4,8,8,8,8,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,7,6,6,7,7,7,7,4,5,5,5,5,4,5,7,7,7,7,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,6,6,7,7,7,7,7,5,5,5,5,5,5,7,7,7,7,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
803396,The Netherlands,autochthonous origins,,Dutch,6,6,7,5,6,5,4,5,4,5,6,7,6,6,5,6,7,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,10,10,10,,,,,,The Netherlands,4,5,6,5,5,5,4,5,5,6,6,7,6,6,5,4,5,4,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,5,5,5,6,4,5,5,6,5,5,7,6,5,4,5,4,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
803436,The Netherlands,autochthonous origins,,Dutch,7,8,9,7,5,7,5,0,5,5,8,9,8,8,5,0,5,5,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,6,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,6,7,8,7,7,5,5,4,5,5,7,8,8,8,5,2,3,3,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,7,8,7,5,5,4,5,5,5,7,8,7,8,5,4,4,3,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,ik wordt totaal niet gediscrimineerd,,,R2R3,Dutch
803442,The Netherlands,autochthonous origins,,Dutch,1,0,3,4,8,9,8,8,4,5,5,5,2,2,6,8,8,9,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,13,,13,,10,10,10,10,,,,,,The Netherlands,3,3,5,6,8,8,8,6,4,5,4,5,3,3,8,7,8,9,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,3,3,4,5,8,8,8,5,5,5,3,4,3,3,8,7,8,8,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
803479,The Netherlands,autochthonous origins,,Dutch,3,3,6,6,7,7,6,6,5,5,4,6,4,5,7,6,7,5,3,2,2,2,2,2,1,1,2,2,,,,,,3,3,,,,,,,,Dutch,,13,,Dutch,,Dutch,,13,,Dutch,,8,9,9,9,,,,,,The Netherlands,3,4,7,6,7,8,4,5,6,5,4,6,4,4,7,7,7,8,3,2,2,2,2,2,1,2,2,2,,,,,,2,,,,,,,,,4,4,6,4,7,7,6,4,5,5,3,6,3,3,8,6,7,6,3,2,2,2,2,2,1,2,2,2,,,,,,2,,,,,,,,,1,,,,R2R3,Dutch
803488,The Netherlands,autochthonous origins,,Dutch,4,6,7,7,8,6,4,1,4,4,4,4,5,4,7,7,6,6,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,6,10,9,10,,,,,,The Netherlands,6,6,5,7,4,4,5,3,5,5,2,3,3,3,5,5,6,6,5,2,2,2,2,2,1,1,2,2,,,,,,3,4,,,,,,,,6,6,5,7,6,6,7,5,5,5,3,3,3,3,7,5,6,7,5,2,2,2,2,2,1,1,2,2,,,,,,3,4,,,,,,,,1,,,,R2R3,Dutch
803649,The Netherlands,autochthonous origins,,Dutch,3,5,7,7,8,7,6,3,5,5,6,7,6,6,7,6,6,8,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,5,5,6,7,7,7,7,5,5,5,5,8,6,6,8,7,8,8,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,6,6,6,7,5,7,6,5,5,5,5,8,5,6,7,6,7,7,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
803713,"Morocco, first or second generation","First generation non-Dutch, non-western origins",,,5,5,6,2,10,10,10,10,10,10,4,3,2,5,10,10,10,5,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,8,8,5,5,Arab,,Dutch,,Dutch,,Arab,,Arab,,Arab,,5,10,10,10,Arabisch,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803726,The Netherlands,autochthonous origins,,Dutch,3,5,4,6,8,6,6,5,4,6,6,7,5,5,5,4,5,6,4,2,2,1,2,2,2,2,2,2,,,3,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,6,8,9,9,,,,,,The Netherlands,3,5,5,6,7,7,6,5,2,5,6,7,6,6,6,6,6,6,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,3,5,5,6,7,6,5,5,4,5,6,7,6,6,6,5,6,6,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
803738,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,7,7,6,7,7,7,8,8,8,8,8,7,6,7,7,8,8,7,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,8,5,5,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803759,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,6,7,8,7,5,6,3,3,5,5,8,8,7,7,5,6,6,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,3,5,10,1,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803790,"South Africa, first or second generation","Second generation non-Dutch, non-western origins",Autochthonous,,8,8,9,5,9,1,9,0,5,4,9,8,8,7,1,4,1,3,2,2,2,2,2,2,1,2,2,2,,,,,,3,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,13,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803793,The Netherlands,autochthonous origins,,Dutch,2,2,3,5,8,6,5,5,2,5,4,5,4,3,8,0,7,8,3,2,2,2,2,2,1,1,2,2,,,,,,3,3,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,The Netherlands,2,4,8,9,5,6,7,3,5,5,5,7,5,6,6,3,7,6,3,2,2,2,2,2,1,1,2,2,,,,,,3,3,,,,,,,,2,4,7,10,7,6,7,2,1,2,3,5,3,4,7,5,7,7,3,2,2,2,2,2,1,1,2,2,,,,,,1,1,,,1,,,,,1,,,dit hebben we al gehad!!!,R2R3,Dutch
803845,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,,2,2,8,9,8,8,2,2,9,9,3,10,5,2,8,1,8,8,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,8,7,9,"Other language, namely…",armns,13,,Dutch,,Dutch,,13,,13,,4,8,8,8,armns,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803851,"Morocco, first or second generation","First generation non-Dutch, non-western origins",,,5,3,7,2,7,7,7,9,5,2,3,0,0,2,4,10,10,8,3,2,1,2,2,1,2,2,2,2,,4,,,2,,,,,,5,6,5,4,Arab,,Dutch,,Arab,,Arab,,Arab,,Arab,,10,10,8,10,Arabisch,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803894,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,3,3,3,3,8,6,7,5,3,3,4,7,3,3,8,6,5,5,2,2,2,2,2,2,1,2,2,2,,,,,,3,,,,,5,3,10,5,Dutch,,Dutch,,Dutch,,Dutch,,13,,13,,9,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803933,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,,0,0,5,8,10,10,8,2,3,2,8,3,10,2,8,3,10,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8,3,0,5,"Other language, namely…",Italiaans,Dutch,,Dutch,,Dutch,,"Other language, namely…",italian,"Other language, namely…",italian,1,7,8,8,italian,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
803973,"Netherlands Antilles, first or second generation","Second generation non-Dutch, non-western origins",,,2,3,3,5,8,9,8,5,5,5,5,6,5,5,8,9,7,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,5,5,10,0,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804058,"Suriname, first or second generation","First generation non-Dutch, non-western origins",,,5,6,6,6,7,6,6,6,6,6,5,5,5,5,10,7,10,10,5,2,2,1,2,1,2,2,2,2,,,4,,3,,,,,,5,5,5,0,"Other language, namely…",Hindoestaans,Dutch,,Dutch,,Dutch,,"Other language, namely…",hindoestaans,13,,10,10,10,10,hindoestaans,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804202,The Netherlands,autochthonous origins,,,1,3,3,3,7,8,8,7,5,4,5,6,3,3,6,4,5,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804232,"Other non-Western origin, first or second generation","First generation non-Dutch, non-western origins",,,4,5,5,6,8,8,8,6,5,6,6,6,5,5,8,8,8,6,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,8,5,5,10,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804260,"Other non-Western origin, first or second generation","First generation non-Dutch, non-western origins",,,8,9,9,9,9,9,9,9,7,6,6,6,6,6,7,8,8,8,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,8,8,8,8,"Other language, namely…",Portugees,Dutch,,Dutch,,Dutch,,"Other language, namely…",Portugees,13,,9,9,9,8,Portugees,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804312,"Other Western origin, first or second generation","Second generation non-Dutch, western origins",,,6,6,7,7,6,6,4,5,7,7,6,6,4,5,6,6,6,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,7,10,0,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804345,"Indonesia, first or second generation","Second generation non-Dutch, western origins",Autochthonous,,4,3,6,5,7,7,6,2,5,5,6,7,4,5,6,7,7,3,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804434,"Morocco, first or second generation","Second generation non-Dutch, non-western origins",,,5,5,5,2,5,5,7,8,5,5,5,5,5,5,5,8,5,8,4,2,1,1,1,1,2,2,2,2,,3,5,2,2,,,,,,7,3,0,0,Arab,,13,,Dutch,,Dutch,,Arab,,Arab,,10,10,10,10,Arabisch,10,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804510,"Turkey, first or second generation","Second generation non-Dutch, non-western origins",,Turkish,5,5,5,8,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,1,1,1,1,1,2,1,1,1,4,3,4,3,4,,2,3,2,,5,5,5,5,Turkish,,Dutch,,Dutch,,Dutch,,"Other language, namely…",koerdisch,Turkish,,3,9,4,8,Turks,8,9,9,9,"Turkey, first or second generation",4,6,5,7,7,6,7,5,5,5,4,3,5,5,7,6,7,6,4,2,2,1,2,2,2,2,2,2,,,3,,,,,,,,6,5,5,5,5,5,4,7,7,8,5,5,5,5,5,3,5,6,5,7,5,6,4,2,2,1,2,2,2,2,2,2,,,3,,,,,,,,5,4,5,5,1,,,,R2R3,Other
804537,"Indonesia, first or second generation","First generation non-Dutch, western origins",,,3,6,3,6,8,7,8,5,6,5,6,8,6,5,5,5,7,5,1,2,2,2,2,2,1,2,2,2,,,,,,5,,,,,5,10,9,4,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804559,"Indonesia, first or second generation","Second generation non-Dutch, western origins",Autochthonous,,4,6,7,7,6,6,3,3,5,5,4,8,5,6,6,7,7,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804574,,,,,5,3,3,5,7,8,7,6,6,5,5,3,3,4,8,9,8,8,3,2,2,2,2,2,2,2,2,1,,,,,,,,,3,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804577,The Netherlands,autochthonous origins,,Dutch,5,6,7,6,6,6,5,5,5,5,7,7,6,7,5,4,6,4,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,6,8,8,10,,,,,,The Netherlands,5,5,5,5,5,5,5,5,5,5,6,7,7,7,5,5,5,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,6,7,7,7,5,5,5,5,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,,,R2R3,Dutch
804803,"Morocco, first or second generation","First generation non-Dutch, non-western origins",,English,5,5,6,7,5,6,6,6,8,6,5,5,5,10,3,0,4,5,5,1,2,1,1,1,2,1,1,2,5,,5,5,5,,5,5,,,5,7,7,7,English,,Dutch,,Dutch,,Dutch,,Arab,,Arab,,7,6,7,8,Engels,7,6,6,6,"Morocco, first or second generation",5,6,6,7,3,5,6,8,8,7,5,6,5,6,5,6,5,6,1,2,2,2,1,2,2,2,1,1,,,,4,,,,5,4,,7,5,6,6,9,6,7,6,6,6,5,7,6,8,6,5,6,7,6,5,6,7,4,2,2,2,2,1,2,2,2,1,,,,,5,,,,5,,7,6,7,6,1,,,,R2R3,Other
804840,The Netherlands,autochthonous origins,,,2,3,8,5,7,6,6,6,5,4,6,6,5,6,6,6,6,6,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,Dutch,,Dutch,,Dutch,,English,,Dutch,,Dutch,,6,9,9,8,Engels,3,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,R1,
804901,"Other Western origin, first or second generation","First generation non-Dutch, western origins",,English,5,4,6,8,8,8,4,7,8,8,5,8,4,5,7,2,7,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,5,8,2,English,,Dutch,,Dutch,,Dutch,,Dutch,,English,,9,9,9,9,Engels,7,7,7,7,"Other Western origin, first or second generation",5,6,7,7,8,7,6,0,5,6,7,7,7,5,7,6,6,6,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,0,5,9,6,6,6,7,7,7,7,7,5,5,7,7,7,5,7,5,7,7,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,0,5,5,7,1,nvt,,,R2R3,Other
804904,"Netherlands Antilles, first or second generation","First generation non-Dutch, non-western origins",,Papiamento: spoken on Curaçao,3,3,3,3,10,10,10,10,5,5,5,10,5,5,10,3,10,10,2,1,1,2,2,1,2,2,2,2,3,3,,,3,,,,,,3,5,10,5,Papiamento,,Dutch,,Dutch,,Dutch,,Dutch,,Dutch,,10,10,10,10,Papiamento,3,3,3,3,"Netherlands Antilles, first or second generation",5,5,5,5,8,8,8,5,5,5,5,8,5,5,8,3,5,5,3,1,1,2,2,1,2,2,2,2,3,3,,,3,,,,,,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,2,2,2,2,2,2,2,3,3,,,,,,,,,5,5,5,5,1,,,,R2R3,Other
804956,"Other non-Western origin, first or second generation","First generation non-Dutch, non-western origins",,English,3,4,6,7,7,6,3,2,5,5,6,7,5,5,6,5,6,5,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,4,5,4,6,English,,13,,English,,English,,English,,English,,6,9,7,9,Engels,10,10,10,10,"Other Western origin, first or second generation",3,5,7,6,6,3,2,2,5,5,5,8,4,4,6,6,6,6,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,6,5,3,6,4,6,7,6,6,6,2,3,5,5,4,8,4,4,4,2,6,4,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,6,4,3,6,1,,,,R2R3,Other
